#1 : frequency[Hz] = 3.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
    6    7  -9.000e-02  -8.000e-02   0.000e+00  7.089e-01  1.178e-17  158.368  4.572e-17 -126.777  7.089e-01 -145.166
    6    8  -9.000e-02  -7.000e-02   0.000e+00  7.992e-01  1.073e-17 -131.590  4.387e-17 -120.549  7.992e-01 -137.861
    6    9  -9.000e-02  -6.000e-02   0.000e+00  8.918e-01  1.581e-17  -86.452  4.156e-17 -120.002  8.918e-01 -133.338
    6   10  -9.000e-02  -5.000e-02   0.000e+00  9.867e-01  1.780e-17  -65.339  3.946e-17 -125.424  9.867e-01 -130.902
    6   11  -9.000e-02  -4.000e-02   0.000e+00  1.082e+00  1.132e-17  -54.641  3.737e-17 -133.854  1.082e+00 -129.909
    6   12  -9.000e-02  -3.000e-02   0.000e+00  1.172e+00  3.330e-18  118.081  3.337e-17 -141.526  1.172e+00 -129.760
    6   13  -9.000e-02  -2.000e-02   0.000e+00  1.247e+00  2.104e-17  128.395  2.569e-17 -146.926  1.247e+00 -129.970
    6   14  -9.000e-02  -1.000e-02   0.000e+00  1.298e+00  3.532e-17  130.189  1.408e-17 -149.997  1.298e+00 -130.213
    6   15  -9.000e-02   0.000e+00   0.000e+00  1.315e+00  4.077e-17  130.667  0.000e+00    0.000  1.315e+00 -130.312
    6   16  -9.000e-02   1.000e-02   0.000e+00  1.298e+00  3.532e-17  130.189  1.408e-17   30.003  1.298e+00 -130.213
    6   17  -9.000e-02   2.000e-02   0.000e+00  1.247e+00  2.104e-17  128.395  2.569e-17   33.074  1.247e+00 -129.970
    6   18  -9.000e-02   3.000e-02   0.000e+00  1.172e+00  3.330e-18  118.081  3.337e-17   38.474  1.172e+00 -129.760
    6   19  -9.000e-02   4.000e-02   0.000e+00  1.082e+00  1.132e-17  -54.641  3.737e-17   46.146  1.082e+00 -129.909
    6   20  -9.000e-02   5.000e-02   0.000e+00  9.867e-01  1.780e-17  -65.339  3.946e-17   54.576  9.867e-01 -130.902
    6   21  -9.000e-02   6.000e-02   0.000e+00  8.918e-01  1.581e-17  -86.452  4.156e-17   59.998  8.918e-01 -133.338
    6   22  -9.000e-02   7.000e-02   0.000e+00  7.992e-01  1.073e-17 -131.590  4.387e-17   59.451  7.992e-01 -137.861
    6   23  -9.000e-02   8.000e-02   0.000e+00  7.089e-01  1.178e-17  158.368  4.572e-17   53.223  7.089e-01 -145.166
    6   24  -9.000e-02   9.000e-02   0.000e+00  6.240e-01  1.799e-17  113.629  4.658e-17   43.014  6.240e-01 -156.003
    6   25  -9.000e-02   1.000e-01   0.000e+00  5.531e-01  2.345e-17   80.927  4.598e-17   30.346  5.531e-01 -170.928
    6   26  -9.000e-02   1.100e-01   0.000e+00  5.075e-01  2.754e-17   48.944  4.343e-17   15.915  5.075e-01  170.520
    6   27  -9.000e-02   1.200e-01   0.000e+00  4.920e-01  3.175e-17   16.180  3.872e-17   -0.688  4.920e-01  150.613
    6   28  -9.000e-02   1.300e-01   0.000e+00  4.943e-01  3.702e-17  -14.959  3.246e-17  -21.250  4.943e-01  132.195
    6   29  -9.000e-02   1.400e-01   0.000e+00  4.912e-01  4.233e-17  -42.798  2.658e-17  -48.894  4.912e-01  116.531
    6   30  -9.000e-02   1.500e-01   0.000e+00  4.607e-01  4.562e-17  -68.086  2.652e-17  -83.523  4.607e-01  103.213
    7    0  -8.000e-02  -1.500e-01   0.000e+00  4.353e-01  4.889e-17  -50.931  2.460e-17  119.780  4.353e-01  128.168
    7    1  -8.000e-02  -1.400e-01   0.000e+00  4.706e-01  4.779e-17  -24.816  2.462e-17  155.344  4.706e-01  142.509
    7    2  -8.000e-02  -1.300e-01   0.000e+00  4.800e-01  4.424e-17    3.056  3.041e-17 -176.086  4.800e-01  159.339
    7    3  -8.000e-02  -1.200e-01   0.000e+00  4.867e-01  4.012e-17   33.388  3.691e-17 -154.445  4.867e-01  178.989
    7    4  -8.000e-02  -1.100e-01   0.000e+00  5.141e-01  3.659e-17   64.930  4.233e-17 -136.454  5.141e-01 -160.169
    7    5  -8.000e-02  -1.000e-01   0.000e+00  5.722e-01  3.295e-17   95.717  4.610e-17 -120.211  5.722e-01 -141.162
    7    6  -8.000e-02  -9.000e-02   0.000e+00  6.538e-01  2.755e-17  126.174  4.841e-17 -105.325  6.538e-01 -125.988
    7    7  -8.000e-02  -8.000e-02   0.000e+00  7.456e-01  2.006e-17  162.302  4.941e-17  -92.627  7.456e-01 -114.850
    7    8  -8.000e-02  -7.000e-02   0.000e+00  8.385e-01  1.490e-17 -140.325  4.873e-17  -83.908  8.385e-01 -107.182
    7    9  -8.000e-02  -6.000e-02   0.000e+00  9.292e-01  1.948e-17  -82.820  4.569e-17  -81.773  9.292e-01 -102.396
    7   10  -8.000e-02  -5.000e-02   0.000e+00  1.018e+00  2.517e-17  -56.365  4.072e-17  -89.073  1.018e+00  -99.992
    7   11  -8.000e-02  -4.000e-02   0.000e+00  1.105e+00  1.943e-17  -52.341  3.593e-17 -103.132  1.105e+00  -99.404
    7   12  -8.000e-02  -3.000e-02   0.000e+00  1.185e+00  4.480e-18 -104.044  3.095e-17 -116.321  1.185e+00  -99.853
    7   13  -8.000e-02  -2.000e-02   0.000e+00  1.250e+00  2.011e-17  155.059  2.355e-17 -125.395  1.250e+00 -100.644
    7   14  -8.000e-02  -1.000e-02   0.000e+00  1.293e+00  3.725e-17  150.014  1.286e-17 -130.399  1.293e+00 -101.295
    7   15  -8.000e-02   0.000e+00   0.000e+00  1.308e+00  4.382e-17  149.173  0.000e+00    0.000  1.308e+00 -101.540
    7   16  -8.000e-02   1.000e-02   0.000e+00  1.293e+00  3.725e-17  150.014  1.286e-17   49.601  1.293e+00 -101.295
    7   17  -8.000e-02   2.000e-02   0.000e+00  1.250e+00  2.011e-17  155.059  2.355e-17   54.605  1.250e+00 -100.644
    7   18  -8.000e-02   3.000e-02   0.000e+00  1.185e+00  4.480e-18 -104.044  3.095e-17   63.679  1.185e+00  -99.853
    7   19  -8.000e-02   4.000e-02   0.000e+00  1.105e+00  1.943e-17  -52.341  3.593e-17   76.868  1.105e+00  -99.404
    7   20  -8.000e-02   5.000e-02   0.000e+00  1.018e+00  2.517e-17  -56.365  4.072e-17   90.927  1.018e+00  -99.992
    7   21  -8.000e-02   6.000e-02   0.000e+00  9.292e-01  1.948e-17  -82.820  4.569e-17   98.227  9.292e-01 -102.396
    7   22  -8.000e-02   7.000e-02   0.000e+00  8.385e-01  1.490e-17 -140.325  4.873e-17   96.092  8.385e-01 -107.182
    7   23  -8.000e-02   8.000e-02   0.000e+00  7.456e-01  2.006e-17  162.302  4.941e-17   87.373  7.456e-01 -114.850
    7   24  -8.000e-02   9.000e-02   0.000e+00  6.538e-01  2.755e-17  126.174  4.841e-17   74.675  6.538e-01 -125.988
    7   25  -8.000e-02   1.000e-01   0.000e+00  5.722e-01  3.295e-17   95.717  4.610e-17   59.789  5.722e-01 -141.162
    7   26  -8.000e-02   1.100e-01   0.000e+00  5.141e-01  3.659e-17   64.930  4.233e-17   43.546  5.141e-01 -160.169
    7   27  -8.000e-02   1.200e-01   0.000e+00  4.867e-01  4.012e-17   33.388  3.691e-17   25.555  4.867e-01  178.989
    7   28  -8.000e-02   1.300e-01   0.000e+00  4.800e-01  4.424e-17    3.056  3.041e-17    3.914  4.800e-01  159.339
    7   29  -8.000e-02   1.400e-01   0.000e+00  4.706e-01  4.779e-17  -24.816  2.462e-17  -24.656  4.706e-01  142.509
    7   30  -8.000e-02   1.500e-01   0.000e+00  4.353e-01  4.889e-17  -50.931  2.460e-17  -60.220  4.353e-01  128.168
    8    0  -7.000e-02  -1.500e-01   0.000e+00  3.998e-01  5.004e-17  -35.820  2.179e-17  144.275  3.998e-01  153.674
    8    1  -7.000e-02  -1.400e-01   0.000e+00  4.395e-01  5.114e-17   -9.041  2.179e-17 -179.368  4.395e-01  168.899
    8    2  -7.000e-02  -1.300e-01   0.000e+00  4.559e-01  4.947e-17   18.923  2.721e-17 -150.011  4.559e-01 -173.326
    8    3  -7.000e-02  -1.200e-01   0.000e+00  4.718e-01  4.683e-17   48.990  3.364e-17 -127.460  4.718e-01 -152.813
    8    4  -7.000e-02  -1.100e-01   0.000e+00  5.095e-01  4.464e-17   80.137  3.957e-17 -108.343  5.095e-01 -131.461
    8    5  -7.000e-02  -1.000e-01   0.000e+00  5.765e-01  4.244e-17  110.391  4.472e-17  -90.732  5.765e-01 -112.237
    8    6  -7.000e-02  -9.000e-02   0.000e+00  6.643e-01  3.828e-17  139.437  4.936e-17  -74.312  6.643e-01  -96.795
    8    7  -7.000e-02  -8.000e-02   0.000e+00  7.595e-01  3.070e-17  170.733  5.355e-17  -59.944  7.595e-01  -85.158
    8    8  -7.000e-02  -7.000e-02   0.000e+00  8.526e-01  2.191e-17 -143.382  5.617e-17  -49.218  8.526e-01  -76.824
    8    9  -7.000e-02  -6.000e-02   0.000e+00  9.392e-01  2.412e-17  -77.220  5.415e-17  -44.617  9.392e-01  -71.407
    8   10  -7.000e-02  -5.000e-02   0.000e+00  1.018e+00  3.782e-17  -40.885  4.378e-17  -52.126  1.018e+00  -68.692
    8   11  -7.000e-02  -4.000e-02   0.000e+00  1.088e+00  3.145e-17  -41.831  3.232e-17  -72.919  1.088e+00  -68.387
    8   12  -7.000e-02  -3.000e-02   0.000e+00  1.147e+00  1.239e-17  -71.126  2.523e-17  -93.643  1.147e+00  -69.315
    8   13  -7.000e-02  -2.000e-02   0.000e+00  1.192e+00  1.939e-17 -179.531  1.859e-17 -107.636  1.192e+00  -70.553
    8   14  -7.000e-02  -1.000e-02   0.000e+00  1.220e+00  3.890e-17  166.216  1.007e-17 -115.032  1.220e+00  -71.512
    8   15  -7.000e-02   0.000e+00   0.000e+00  1.230e+00  4.653e-17  163.926  0.000e+00    0.000  1.230e+00  -71.866
    8   16  -7.000e-02   1.000e-02   0.000e+00  1.220e+00  3.890e-17  166.216  1.007e-17   64.968  1.220e+00  -71.512
    8   17  -7.000e-02   2.000e-02   0.000e+00  1.192e+00  1.939e-17 -179.531  1.859e-17   72.364  1.192e+00  -70.553
    8   18  -7.000e-02   3.000e-02   0.000e+00  1.147e+00  1.239e-17  -71.126  2.523e-17   86.357  1.147e+00  -69.315
    8   19  -7.000e-02   4.000e-02   0.000e+00  1.088e+00  3.145e-17  -41.831  3.232e-17  107.081  1.088e+00  -68.387
    8   20  -7.000e-02   5.000e-02   0.000e+00  1.018e+00  3.782e-17  -40.885  4.378e-17  127.874  1.018e+00  -68.692
    8   21  -7.000e-02   6.000e-02   0.000e+00  9.392e-01  2.412e-17  -77.220  5.415e-17  135.383  9.392e-01  -71.407
    8   22  -7.000e-02   7.000e-02   0.000e+00  8.526e-01  2.191e-17 -143.382  5.617e-17  130.782  8.526e-01  -76.824
    8   23  -7.000e-02   8.000e-02   0.000e+00  7.595e-01  3.070e-17  170.733  5.355e-17  120.056  7.595e-01  -85.158
    8   24  -7.000e-02   9.000e-02   0.000e+00  6.643e-01  3.828e-17  139.437  4.936e-17  105.688  6.643e-01  -96.795
    8   25  -7.000e-02   1.000e-01   0.000e+00  5.765e-01  4.244e-17  110.391  4.472e-17   89.268  5.765e-01 -112.237
    8   26  -7.000e-02   1.100e-01   0.000e+00  5.095e-01  4.464e-17   80.137  3.957e-17   71.657  5.095e-01 -131.461
    8   27  -7.000e-02   1.200e-01   0.000e+00  4.718e-01  4.683e-17   48.990  3.364e-17   52.540  4.718e-01 -152.813
    8   28  -7.000e-02   1.300e-01   0.000e+00  4.559e-01  4.947e-17   18.923  2.721e-17   29.989  4.559e-01 -173.326
    8   29  -7.000e-02   1.400e-01   0.000e+00  4.395e-01  5.114e-17   -9.041  2.179e-17    0.632  4.395e-01  168.899
    8   30  -7.000e-02   1.500e-01   0.000e+00  3.998e-01  5.004e-17  -35.820  2.179e-17  -35.725  3.998e-01  153.674
    9    0  -6.000e-02  -1.500e-01   0.000e+00  3.638e-01  4.870e-17  -22.708  1.884e-17  171.457  3.638e-01 -179.966
    9    1  -6.000e-02  -1.400e-01   0.000e+00  4.060e-01  5.170e-17    4.770  1.880e-17 -151.735  4.060e-01 -164.122
    9    2  -6.000e-02  -1.300e-01   0.000e+00  4.272e-01  5.185e-17   33.002  2.364e-17 -121.863  4.272e-01 -145.723
    9    3  -6.000e-02  -1.200e-01   0.000e+00  4.492e-01  5.091e-17   63.189  2.961e-17  -98.748  4.492e-01 -124.688
    9    4  -6.000e-02  -1.100e-01   0.000e+00  4.925e-01  5.061e-17   94.366  3.563e-17  -79.062  4.925e-01 -103.020
    9    5  -6.000e-02  -1.000e-01   0.000e+00  5.633e-01  5.077e-17  124.358  4.169e-17  -60.952  5.633e-01  -83.525
    9    6  -6.000e-02  -9.000e-02   0.000e+00  6.533e-01  4.923e-17  152.320  4.841e-17  -44.197  6.533e-01  -67.610
    9    7  -6.000e-02  -8.000e-02   0.000e+00  7.503e-01  4.357e-17 -179.895  5.640e-17  -29.621  7.503e-01  -55.218
    9    8  -6.000e-02  -7.000e-02   0.000e+00  8.448e-01  3.309e-17 -144.792  6.524e-17  -18.463  8.448e-01  -45.901
    9    9  -6.000e-02  -6.000e-02   0.000e+00  9.303e-01  2.833e-17  -78.157  7.060e-17  -12.223  9.303e-01  -39.391
    9   10  -6.000e-02  -5.000e-02   0.000e+00  1.000e+00  6.501e-17  -21.549  5.061e-17  -17.343  1.000e+00  -35.729
    9   11  -6.000e-02  -4.000e-02   0.000e+00  1.046e+00  4.665e-17  -30.732  2.398e-17  -44.349  1.046e+00  -35.592
    9   12  -6.000e-02  -3.000e-02   0.000e+00  1.075e+00  2.038e-17  -55.640  1.507e-17  -74.296  1.075e+00  -36.564
    9   13  -6.000e-02  -2.000e-02   0.000e+00  1.092e+00  1.913e-17 -159.813  1.046e-17  -94.495  1.092e+00  -37.714
    9   14  -6.000e-02  -1.000e-02   0.000e+00  1.102e+00  4.005e-17  176.979  5.598e-18 -104.565  1.102e+00  -38.569
    9   15  -6.000e-02   0.000e+00   0.000e+00  1.105e+00  4.847e-17  173.486  0.000e+00    0.000  1.105e+00  -38.881
    9   16  -6.000e-02   1.000e-02   0.000e+00  1.102e+00  4.005e-17  176.979  5.598e-18   75.435  1.102e+00  -38.569
    9   17  -6.000e-02   2.000e-02   0.000e+00  1.092e+00  1.913e-17 -159.813  1.046e-17   85.505  1.092e+00  -37.714
    9   18  -6.000e-02   3.000e-02   0.000e+00  1.075e+00  2.038e-17  -55.640  1.507e-17  105.704  1.075e+00  -36.564
    9   19  -6.000e-02   4.000e-02   0.000e+00  1.046e+00  4.665e-17  -30.732  2.398e-17  135.651  1.046e+00  -35.592
    9   20  -6.000e-02   5.000e-02   0.000e+00  1.000e+00  6.501e-17  -21.549  5.061e-17  162.657  1.000e+00  -35.729
    9   21  -6.000e-02   6.000e-02   0.000e+00  9.303e-01  2.833e-17  -78.157  7.060e-17  167.777  9.303e-01  -39.391
    9   22  -6.000e-02   7.000e-02   0.000e+00  8.448e-01  3.309e-17 -144.792  6.524e-17  161.537  8.448e-01  -45.901
    9   23  -6.000e-02   8.000e-02   0.000e+00  7.503e-01  4.357e-17 -179.895  5.640e-17  150.379  7.503e-01  -55.218
    9   24  -6.000e-02   9.000e-02   0.000e+00  6.533e-01  4.923e-17  152.320  4.841e-17  135.803  6.533e-01  -67.610
    9   25  -6.000e-02   1.000e-01   0.000e+00  5.633e-01  5.077e-17  124.358  4.169e-17  119.048  5.633e-01  -83.525
    9   26  -6.000e-02   1.100e-01   0.000e+00  4.925e-01  5.061e-17   94.366  3.563e-17  100.938  4.925e-01 -103.020
    9   27  -6.000e-02   1.200e-01   0.000e+00  4.492e-01  5.091e-17   63.189  2.961e-17   81.252  4.492e-01 -124.688
    9   28  -6.000e-02   1.300e-01   0.000e+00  4.272e-01  5.185e-17   33.002  2.364e-17   58.137  4.272e-01 -145.723
    9   29  -6.000e-02   1.400e-01   0.000e+00  4.060e-01  5.170e-17    4.770  1.880e-17   28.265  4.060e-01 -164.122
    9   30  -6.000e-02   1.500e-01   0.000e+00  3.638e-01  4.870e-17  -22.708  1.884e-17   -8.543  3.638e-01 -179.966
   10    0  -5.000e-02  -1.500e-01   0.000e+00  3.334e-01  4.475e-17  -11.615  1.677e-17 -158.258  3.334e-01 -153.332
   10    1  -5.000e-02  -1.400e-01   0.000e+00  3.746e-01  4.909e-17   16.704  1.656e-17 -121.456  3.746e-01 -136.909
   10    2  -5.000e-02  -1.300e-01   0.000e+00  3.966e-01  5.076e-17   45.390  2.067e-17  -91.092  3.966e-01 -117.961
   10    3  -5.000e-02  -1.200e-01   0.000e+00  4.200e-01  5.148e-17   75.937  2.585e-17  -67.437  4.200e-01  -96.406
   10    4  -5.000e-02  -1.100e-01   0.000e+00  4.640e-01  5.322e-17  107.340  3.121e-17  -47.429  4.640e-01  -74.266
   10    5  -5.000e-02  -1.000e-01   0.000e+00  5.344e-01  5.612e-17  137.186  3.690e-17  -29.358  5.344e-01  -54.257
   10    6  -5.000e-02  -9.000e-02   0.000e+00  6.242e-01  5.823e-17  164.242  4.380e-17  -13.147  6.242e-01  -37.671
   10    7  -5.000e-02  -8.000e-02   0.000e+00  7.228e-01  5.703e-17 -170.896  5.352e-17    0.173  7.228e-01  -24.392
   10    8  -5.000e-02  -7.000e-02   0.000e+00  8.217e-01  5.065e-17 -146.476  6.945e-17    8.938  8.217e-01  -13.945
   10    9  -5.000e-02  -6.000e-02   0.000e+00  9.154e-01  3.801e-17 -117.903  1.022e-16   11.189  9.154e-01   -5.971
   10   10  -5.000e-02  -5.000e-02   0.000e+00  1.000e+00  2.357e-17  -59.194  6.244e-17   10.912  1.000e+00   -0.125
   10   11  -5.000e-02  -4.000e-02   0.000e+00  1.000e+00  2.204e-17 -101.727  0.000e+00    0.000  1.000e+00   -0.125
   10   12  -5.000e-02  -3.000e-02   0.000e+00  1.000e+00  2.845e-17 -138.961  0.000e+00    0.000  1.000e+00   -0.125
   10   13  -5.000e-02  -2.000e-02   0.000e+00  1.000e+00  4.007e-17 -159.734  0.000e+00    0.000  1.000e+00   -0.125
   10   14  -5.000e-02  -1.000e-02   0.000e+00  1.000e+00  5.030e-17 -168.907  0.000e+00    0.000  1.000e+00   -0.125
   10   15  -5.000e-02   0.000e+00   0.000e+00  1.000e+00  5.429e-17 -171.491  0.000e+00    0.000  1.000e+00   -0.125
   10   16  -5.000e-02   1.000e-02   0.000e+00  1.000e+00  5.030e-17 -168.907  0.000e+00    0.000  1.000e+00   -0.125
   10   17  -5.000e-02   2.000e-02   0.000e+00  1.000e+00  4.007e-17 -159.734  0.000e+00    0.000  1.000e+00   -0.125
   10   18  -5.000e-02   3.000e-02   0.000e+00  1.000e+00  2.845e-17 -138.961  0.000e+00    0.000  1.000e+00   -0.125
   10   19  -5.000e-02   4.000e-02   0.000e+00  1.000e+00  2.204e-17 -101.727  0.000e+00    0.000  1.000e+00   -0.125
   10   20  -5.000e-02   5.000e-02   0.000e+00  1.000e+00  2.357e-17  -59.194  6.244e-17 -169.088  1.000e+00   -0.125
   10   21  -5.000e-02   6.000e-02   0.000e+00  9.154e-01  3.801e-17 -117.903  1.022e-16 -168.811  9.154e-01   -5.971
   10   22  -5.000e-02   7.000e-02   0.000e+00  8.217e-01  5.065e-17 -146.476  6.945e-17 -171.062  8.217e-01  -13.945
   10   23  -5.000e-02   8.000e-02   0.000e+00  7.228e-01  5.703e-17 -170.896  5.352e-17 -179.827  7.228e-01  -24.392
   10   24  -5.000e-02   9.000e-02   0.000e+00  6.242e-01  5.823e-17  164.242  4.380e-17  166.853  6.242e-01  -37.671
   10   25  -5.000e-02   1.000e-01   0.000e+00  5.344e-01  5.612e-17  137.186  3.690e-17  150.642  5.344e-01  -54.257
   10   26  -5.000e-02   1.100e-01   0.000e+00  4.640e-01  5.322e-17  107.340  3.121e-17  132.571  4.640e-01  -74.266
   10   27  -5.000e-02   1.200e-01   0.000e+00  4.200e-01  5.148e-17   75.937  2.585e-17  112.563  4.200e-01  -96.406
   10   28  -5.000e-02   1.300e-01   0.000e+00  3.966e-01  5.076e-17   45.390  2.067e-17   88.908  3.966e-01 -117.961
   10   29  -5.000e-02   1.400e-01   0.000e+00  3.746e-01  4.909e-17   16.704  1.656e-17   58.544  3.746e-01 -136.909
   10   30  -5.000e-02   1.500e-01   0.000e+00  3.334e-01  4.475e-17  -11.615  1.677e-17   21.742  3.334e-01 -153.332
   11    0  -4.000e-02  -1.500e-01   0.000e+00  3.086e-01  3.841e-17   -2.652  1.630e-17 -128.054  3.086e-01 -127.245
   11    1  -4.000e-02  -1.400e-01   0.000e+00  3.461e-01  4.331e-17   26.745  1.568e-17  -91.109  3.461e-01 -109.782
   11    2  -4.000e-02  -1.300e-01   0.000e+00  3.658e-01  4.597e-17   56.074  1.920e-17  -59.381  3.658e-01  -89.894
   11    3  -4.000e-02  -1.200e-01   0.000e+00  3.875e-01  4.790e-17   87.140  2.363e-17  -34.047  3.875e-01  -67.406
   11    4  -4.000e-02  -1.100e-01   0.000e+00  4.297e-01  5.116e-17  118.902  2.802e-17  -12.386  4.297e-01  -44.392
   11    5  -4.000e-02  -1.000e-01   0.000e+00  4.979e-01  5.618e-17  148.759  3.231e-17    7.311  4.979e-01  -23.606
   11    6  -4.000e-02  -9.000e-02   0.000e+00  5.862e-01  6.137e-17  175.250  3.704e-17   25.119  5.862e-01   -6.264
   11    7  -4.000e-02  -8.000e-02   0.000e+00  6.855e-01  6.468e-17 -161.685  4.295e-17   40.043  6.855e-01    7.854
   11    8  -4.000e-02  -7.000e-02   0.000e+00  7.895e-01  6.458e-17 -142.545  5.087e-17   51.131  7.895e-01   19.310
   11    9  -4.000e-02  -6.000e-02   0.000e+00  8.948e-01  6.031e-17 -131.353  6.204e-17   59.655  8.948e-01   28.539
   11   10  -4.000e-02  -5.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  3.441e-17   63.175  1.000e+00   35.900
   11   11  -4.000e-02  -4.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   12  -4.000e-02  -3.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   13  -4.000e-02  -2.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   14  -4.000e-02  -1.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   15  -4.000e-02   0.000e+00   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   16  -4.000e-02   1.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   17  -4.000e-02   2.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   18  -4.000e-02   3.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   19  -4.000e-02   4.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  0.000e+00    0.000  1.000e+00   35.900
   11   20  -4.000e-02   5.000e-02   0.000e+00  1.000e+00  5.823e-17 -144.100  3.441e-17 -116.825  1.000e+00   35.900
   11   21  -4.000e-02   6.000e-02   0.000e+00  8.948e-01  6.031e-17 -131.353  6.204e-17 -120.345  8.948e-01   28.539
   11   22  -4.000e-02   7.000e-02   0.000e+00  7.895e-01  6.458e-17 -142.545  5.087e-17 -128.869  7.895e-01   19.310
   11   23  -4.000e-02   8.000e-02   0.000e+00  6.855e-01  6.468e-17 -161.685  4.295e-17 -139.957  6.855e-01    7.854
   11   24  -4.000e-02   9.000e-02   0.000e+00  5.862e-01  6.137e-17  175.250  3.704e-17 -154.881  5.862e-01   -6.264
   11   25  -4.000e-02   1.000e-01   0.000e+00  4.979e-01  5.618e-17  148.759  3.231e-17 -172.689  4.979e-01  -23.606
   11   26  -4.000e-02   1.100e-01   0.000e+00  4.297e-01  5.116e-17  118.902  2.802e-17  167.614  4.297e-01  -44.392
   11   27  -4.000e-02   1.200e-01   0.000e+00  3.875e-01  4.790e-17   87.140  2.363e-17  145.953  3.875e-01  -67.406
   11   28  -4.000e-02   1.300e-01   0.000e+00  3.658e-01  4.597e-17   56.074  1.920e-17  120.619  3.658e-01  -89.894
   11   29  -4.000e-02   1.400e-01   0.000e+00  3.461e-01  4.331e-17   26.745  1.568e-17   88.891  3.461e-01 -109.782
   11   30  -4.000e-02   1.500e-01   0.000e+00  3.086e-01  3.841e-17   -2.652  1.630e-17   51.946  3.086e-01 -127.245
   12    0  -3.000e-02  -1.500e-01   0.000e+00  2.884e-01  3.019e-17    3.926  1.703e-17 -103.353  2.884e-01 -102.142
   12    1  -3.000e-02  -1.400e-01   0.000e+00  3.224e-01  3.478e-17   34.836  1.590e-17  -65.543  3.224e-01  -82.831
   12    2  -3.000e-02  -1.300e-01   0.000e+00  3.399e-01  3.769e-17   65.092  1.925e-17  -31.492  3.399e-01  -61.310
   12    3  -3.000e-02  -1.200e-01   0.000e+00  3.603e-01  4.008e-17   96.899  2.364e-17   -3.252  3.603e-01  -37.301
   12    4  -3.000e-02  -1.100e-01   0.000e+00  4.014e-01  4.377e-17  129.319  2.803e-17   21.811  4.014e-01  -13.022
   12    5  -3.000e-02  -1.000e-01   0.000e+00  4.680e-01  4.935e-17  159.684  3.240e-17   45.770  4.680e-01    8.705
   12    6  -3.000e-02  -9.000e-02   0.000e+00  5.543e-01  5.562e-17 -173.517  3.747e-17   68.946  5.543e-01   26.809
   12    7  -3.000e-02  -8.000e-02   0.000e+00  6.532e-01  6.085e-17 -150.311  4.423e-17   90.415  6.532e-01   41.658
   12    8  -3.000e-02  -7.000e-02   0.000e+00  7.610e-01  6.361e-17 -130.774  5.393e-17  109.080  7.610e-01   53.879
   12    9  -3.000e-02  -6.000e-02   0.000e+00  8.767e-01  6.276e-17 -116.071  6.911e-17  124.395  8.767e-01   63.890
   12   10  -3.000e-02  -5.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  3.948e-17  130.254  1.000e+00   71.925
   12   11  -3.000e-02  -4.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   12  -3.000e-02  -3.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   13  -3.000e-02  -2.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   14  -3.000e-02  -1.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   15  -3.000e-02   0.000e+00   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   16  -3.000e-02   1.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   17  -3.000e-02   2.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   18  -3.000e-02   3.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   19  -3.000e-02   4.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  0.000e+00    0.000  1.000e+00   71.925
   12   20  -3.000e-02   5.000e-02   0.000e+00  1.000e+00  5.823e-17 -108.075  3.948e-17  -49.746  1.000e+00   71.925
